temperature_c,cpu_usage_pct,memory_usage_pct,disk_io_mb_s,network_traffic_mb_s,power_consumption_w,latency_ms,error_rate_pct,failure
52.55,45.84,54.13,104.75,290.42,161.61,31.14,1.853,0
55.41,58.64,72.62,127.52,373.86,184.84,23.19,1.789,0
51.05,50.56,47.87,95.58,266.7,154.07,26.84,1.426,0
68.64,48.68,66.63,159.26,521.36,194.9,59.05,3.798,1
47.96,50.42,72.03,143.66,253.75,189.59,25.35,1.692,0
62.73,68.32,70.12,119.15,273.78,188.94,28.23,2.39,0
61.48,71.59,82.96,134.16,260.2,205.29,21.78,2.415,0
56.46,59.21,65.6,138.36,313.45,182.34,30.91,1.897,0
55.13,44.86,60.52,114.77,257.7,163.02,25.14,1.406,0
44.64,50.37,47.77,112.02,125.27,176.95,23.32,2.005,0
66.4,68.94,80.97,257.69,568.71,222.04,51.3,4.023,1
51.25,57.75,51.59,123.2,133.4,176.47,26.7,1.107,0
65.85,45.91,63.06,140.25,437.61,184.85,52.71,2.931,1
75.59,74.15,54.5,202.32,586.51,236.46,54.15,4.104,1
54.75,32.03,31.21,71.9,203.03,152.73,15.65,1.528,0
80.4,89.17,93.46,210.51,611.42,266.44,51.89,5.652,1
78.6,93.05,89.12,212.2,815.07,247.23,59.25,4.625,1
42.66,35.84,42.91,104.71,164.25,135.87,13.69,1.526,0
70.88,65.66,82.25,202.72,545.81,221.81,46.62,4.739,1
52.27,54.8,52.32,145.49,286.32,170.24,25.07,1.75,0
49.9,39.63,43.42,116.53,300.08,134.96,23.67,0.608,0
52.48,26.6,38.02,50.14,299.19,146.78,17.0,1.231,0
42.89,25.33,50.58,111.26,322.71,147.87,29.31,2.091,0
67.99,53.66,59.95,127.83,271.02,213.28,45.69,4.391,1
76.07,59.1,94.43,214.56,618.19,220.18,42.3,3.647,1
50.42,49.47,59.72,161.27,379.08,190.01,25.05,1.956,0
75.54,69.78,70.43,139.44,433.39,215.42,46.48,4.746,1
52.09,54.23,51.4,133.65,188.67,182.26,19.33,1.41,0
55.23,65.67,44.32,175.18,316.66,189.48,30.92,1.675,0
53.5,48.08,49.45,115.48,286.18,151.92,26.96,1.431,0
66.78,63.18,64.42,171.97,361.55,215.41,55.03,2.735,1
51.46,30.95,41.38,99.16,174.2,163.56,17.58,1.343,0
46.05,31.28,55.29,139.4,231.9,152.85,15.61,1.654,0
70.56,77.33,70.96,153.92,660.36,230.7,54.0,3.126,1
70.43,62.62,61.38,137.94,271.84,206.67,39.96,3.268,1
70.53,58.23,84.73,133.5,466.82,208.66,46.5,4.682,1
59.65,66.04,76.59,123.11,436.1,213.4,36.05,2.076,0
71.04,53.78,67.14,193.71,466.97,210.3,53.11,5.001,1
58.2,57.35,42.04,107.09,213.21,185.51,25.22,1.705,0
53.77,48.24,50.06,88.86,214.54,178.99,18.16,1.99,0
54.73,59.31,85.07,176.41,476.67,180.76,31.82,2.349,0
47.74,57.25,63.09,83.15,214.4,190.09,16.22,1.791,0
76.81,77.22,67.53,174.28,584.65,243.61,59.74,3.869,1
70.99,60.58,53.76,176.26,522.03,216.49,37.51,4.722,1
41.37,33.17,49.08,94.81,143.42,146.84,12.93,0.666,0
60.45,63.1,49.46,135.24,309.91,174.03,18.0,1.333,0
49.4,40.42,47.84,127.12,220.89,158.08,22.91,1.423,0
74.39,62.77,64.49,195.91,493.38,231.24,33.19,3.605,1
55.44,53.42,65.16,112.22,403.77,167.88,28.41,2.173,0
47.33,47.49,43.72,96.21,247.04,154.25,19.32,1.972,0
59.57,53.05,56.97,161.82,392.62,161.27,15.37,1.907,0
83.9,82.8,74.23,185.26,572.49,236.41,47.22,3.995,1
38.53,21.21,24.94,53.31,190.37,121.3,27.54,0.559,0
50.05,43.38,59.83,105.43,265.19,158.92,33.64,1.565,0
52.66,42.54,58.83,127.42,396.67,168.04,25.24,1.709,0
64.17,84.12,81.75,178.0,508.92,205.75,28.85,2.279,0
74.04,62.69,80.69,169.63,514.32,215.28,46.59,3.274,1
48.99,40.19,35.51,104.07,252.35,163.91,6.53,0.739,0
54.21,39.87,47.3,88.82,294.98,194.89,41.07,3.633,1
43.56,28.26,24.15,68.57,139.66,158.54,18.99,1.017,0
78.08,91.21,53.67,178.63,504.62,266.23,50.54,3.97,1
54.1,49.2,54.49,123.06,277.55,177.61,26.86,2.488,0
47.95,49.12,46.33,84.59,211.23,166.5,26.14,2.25,0
46.66,33.7,36.75,82.74,142.62,174.96,20.43,1.571,0
47.59,36.15,39.87,73.28,131.83,160.59,14.04,1.33,0
63.25,69.27,81.47,142.01,437.3,208.44,32.58,2.25,0
51.17,58.66,40.51,108.45,329.89,185.52,27.44,1.748,0
57.25,58.94,60.78,138.0,307.61,186.35,15.27,1.589,0
46.01,33.32,32.31,56.71,160.61,156.86,22.72,0.964,0
41.96,29.66,54.79,92.51,208.48,165.35,31.73,0.998,0
75.82,69.95,72.24,184.56,586.53,243.25,58.26,5.398,1
48.54,31.14,37.53,57.84,138.77,142.52,13.78,1.336,0
50.85,31.62,43.42,43.27,97.76,153.39,15.52,1.615,0
70.43,68.2,70.96,193.21,566.88,224.26,65.66,3.669,1
49.15,52.39,47.45,99.93,281.89,153.99,19.89,2.018,0
73.37,69.19,78.34,212.67,582.04,238.86,58.51,3.524,1
68.2,76.07,80.34,204.36,474.3,236.28,51.69,3.899,1
74.65,80.84,66.98,163.38,441.74,219.35,26.0,2.501,0
58.83,54.9,56.59,140.78,388.09,184.46,24.39,2.166,0
54.72,49.77,73.91,98.94,327.24,178.38,22.46,1.498,0
74.64,65.32,76.1,245.98,655.73,213.18,69.03,4.805,1
43.32,27.38,48.2,73.43,203.42,159.94,21.62,1.34,0
64.67,50.71,65.41,195.31,483.56,186.81,35.27,3.038,1
53.07,42.87,44.36,114.92,288.05,168.18,20.29,1.764,0
51.84,50.98,64.33,124.75,273.37,159.98,23.52,0.956,0
53.04,49.71,44.16,99.34,380.05,166.24,18.27,1.049,0
73.93,71.62,81.92,218.6,490.36,244.79,50.89,4.529,1
54.97,49.78,60.83,109.31,282.59,171.7,49.24,4.41,1
53.21,47.75,51.68,138.84,330.68,167.01,28.61,2.234,0
80.51,80.85,62.16,194.72,601.98,242.41,59.23,3.823,1
76.96,80.66,76.27,223.98,402.75,217.3,56.09,5.242,1
41.17,31.91,41.78,85.94,196.54,170.23,19.96,1.528,0
72.27,73.06,96.59,207.68,581.12,244.07,60.4,4.852,1
55.46,51.62,53.67,117.05,308.94,176.64,19.78,2.031,0
50.44,51.98,59.66,131.93,255.81,178.16,21.79,2.001,0
36.82,14.66,38.08,79.85,79.1,135.09,18.79,1.07,0
57.84,53.02,49.72,131.06,351.64,172.66,21.43,1.673,0
45.56,55.54,60.94,123.74,250.91,147.0,22.26,1.835,0
50.0,40.85,44.33,55.06,240.84,139.73,17.61,1.631,0
76.94,77.24,83.66,199.47,478.87,232.87,33.42,4.031,1
68.23,57.44,65.91,117.79,389.79,201.6,39.01,3.683,1
42.46,31.94,29.55,48.76,204.96,147.43,15.82,1.337,0
54.0,51.96,68.99,107.05,352.19,173.08,26.49,2.31,0
54.88,46.5,46.54,92.43,221.6,172.58,28.39,1.94,0
46.28,28.31,41.19,74.51,115.81,160.13,12.2,0.973,0
65.22,68.25,68.35,205.47,521.71,232.84,45.51,4.391,1
68.48,55.86,64.58,152.62,455.32,218.34,50.62,3.583,1
57.32,60.94,48.02,83.86,317.39,178.77,23.41,1.92,0
74.96,74.59,76.08,202.34,566.46,228.85,58.22,5.025,1
59.81,59.29,61.09,145.0,374.66,178.72,24.22,2.082,0
50.11,41.89,43.67,124.47,364.92,157.75,23.07,1.681,0
73.35,61.71,59.2,218.53,562.7,244.45,57.67,3.944,1
55.88,64.96,56.44,156.21,326.78,186.17,30.29,2.144,0
53.61,70.09,77.87,189.4,397.53,182.51,34.6,1.806,0
45.46,49.71,39.51,96.49,256.62,156.49,29.04,2.827,0
48.11,40.41,76.0,140.51,423.36,156.46,27.3,2.018,0
50.25,45.08,42.84,76.91,241.36,158.23,21.15,0.919,0
47.61,43.27,40.25,136.85,236.89,169.16,19.03,1.221,0
51.27,41.43,39.45,87.24,397.4,170.77,17.49,0.857,0
50.01,45.33,59.63,152.48,193.91,172.12,16.45,1.796,0
61.08,63.39,56.32,162.13,325.09,195.72,22.71,2.409,0
49.23,50.71,65.91,171.73,372.62,179.28,29.54,2.01,0
60.37,53.97,74.61,129.62,352.52,184.56,29.82,2.98,0
49.46,47.0,48.5,123.41,107.56,172.29,25.24,2.675,0
53.44,49.35,50.44,107.61,273.64,175.85,29.04,1.338,0
48.22,35.26,45.67,132.56,171.43,169.18,13.2,2.204,0
48.76,30.26,48.31,108.15,176.71,154.15,14.5,1.299,0
45.54,29.0,29.9,80.35,205.76,151.54,16.71,0.71,0
62.32,48.88,63.19,112.81,224.06,211.74,42.49,2.738,1
43.53,44.41,56.27,160.96,280.16,151.6,27.7,1.892,0
50.62,47.84,49.78,97.08,277.66,154.69,27.56,1.708,0
54.54,64.63,53.18,159.69,378.52,187.3,22.59,1.607,0
58.69,49.31,76.23,113.83,289.66,170.82,29.76,1.915,0
41.44,25.58,48.24,103.56,112.46,153.68,8.51,1.025,0
61.35,81.79,61.55,199.27,418.05,201.19,29.13,1.999,0
42.15,33.08,54.91,77.92,171.37,154.24,17.76,0.46,0
68.57,60.67,64.22,172.73,327.95,206.83,58.39,4.404,1
50.29,48.24,32.04,52.76,193.96,190.02,10.15,1.056,0
47.83,44.63,46.09,82.02,160.36,169.16,19.41,1.816,0
45.96,41.63,43.61,91.49,179.6,166.0,21.69,2.185,0
51.88,47.39,40.32,128.0,256.39,178.13,22.77,1.549,0
71.74,61.6,73.27,143.35,407.46,205.0,56.93,3.47,1
46.35,21.45,49.55,82.74,297.15,152.44,31.03,1.419,0
51.87,41.45,51.63,85.98,292.83,181.3,28.64,1.947,0
50.85,44.11,52.57,86.03,244.52,172.38,24.6,1.907,0
45.17,24.83,57.8,122.73,311.17,146.88,23.95,1.767,0
71.38,56.89,61.05,188.35,572.75,199.1,52.09,3.288,1
44.8,40.46,51.3,77.61,90.99,157.03,19.99,1.386,0
44.43,29.87,42.0,105.32,229.67,134.0,31.56,1.553,0
69.1,67.87,69.45,202.25,423.54,223.62,46.47,3.878,1
49.6,49.66,55.05,101.65,279.68,166.2,22.32,1.82,0
72.21,72.03,69.9,162.6,451.79,219.6,44.25,3.126,1
41.36,23.19,37.66,69.35,262.31,132.96,12.36,2.269,0
42.06,39.59,39.66,75.0,167.1,141.55,25.57,1.61,0
75.36,73.04,80.09,176.82,490.04,230.24,51.66,3.525,1
40.2,26.92,39.01,72.77,130.0,142.8,11.6,1.543,0
56.67,53.29,40.2,163.89,339.75,183.0,39.11,2.195,0
58.86,67.75,54.96,110.84,252.38,194.0,27.11,1.912,0
42.81,42.18,52.47,115.02,307.89,176.18,18.75,1.534,0
77.16,69.62,83.56,211.4,470.81,211.28,42.97,4.316,1
73.86,66.22,86.93,242.88,737.82,235.17,49.2,4.524,1
74.79,83.1,81.58,233.46,564.96,251.82,48.05,4.037,1
75.0,80.89,66.05,190.12,454.45,255.25,58.22,3.317,1
60.92,60.28,64.4,106.14,324.97,195.59,19.65,1.868,0
54.07,49.42,57.32,92.9,264.73,165.49,27.41,1.774,0
68.32,62.44,61.47,232.24,420.42,228.32,53.49,3.973,1
61.87,58.33,52.43,112.22,337.87,176.38,21.91,2.244,0
47.68,40.58,43.07,85.14,253.96,164.1,19.7,2.669,0
55.3,44.85,25.8,61.07,151.66,166.76,19.7,1.262,0
46.97,46.63,43.12,77.47,239.64,182.79,19.73,1.799,0
66.46,70.59,72.35,170.64,354.75,213.88,51.55,3.628,1
61.81,62.96,75.93,153.98,348.09,193.18,31.66,2.235,0
75.06,57.85,69.21,149.02,561.32,220.97,54.96,3.271,1
56.71,56.07,62.47,154.15,412.99,183.22,27.46,2.332,0
66.26,62.16,48.51,145.06,465.2,230.79,56.6,4.17,1
50.98,56.66,53.52,97.5,257.33,175.26,13.52,1.535,0
84.91,88.17,74.61,229.72,490.98,256.65,52.65,4.48,1
56.75,63.44,81.08,159.67,290.24,208.84,31.22,1.86,0
75.64,75.52,82.35,216.03,688.43,245.19,53.83,5.112,1
74.24,67.16,81.43,183.77,637.96,248.81,53.2,4.51,1
49.42,51.16,45.63,97.73,255.32,184.2,26.5,1.694,0
73.4,65.03,73.46,163.69,499.17,209.92,61.94,3.701,1
80.3,79.92,69.32,119.59,560.19,234.49,43.32,4.2,1
77.04,83.79,69.17,206.78,480.03,226.71,57.91,3.962,1
75.53,65.04,90.11,212.49,565.43,224.96,63.05,5.324,1
48.98,54.82,52.85,121.59,260.15,187.91,34.88,1.657,0
66.66,64.34,73.91,198.6,585.36,228.53,60.5,3.763,1
51.68,41.5,34.51,95.13,150.68,170.96,16.1,0.589,0
41.88,30.94,36.84,63.01,96.42,165.71,20.63,1.712,0
76.31,69.1,78.31,213.25,563.44,224.25,65.34,3.64,1
54.32,41.59,53.71,101.96,187.23,188.22,22.83,1.265,0
48.3,52.21,34.99,98.58,262.78,166.1,21.89,0.645,0
49.76,36.69,47.68,56.47,175.34,144.23,22.99,0.792,0
37.19,29.16,41.26,87.25,148.19,134.5,22.76,0.918,0
57.97,77.19,67.35,177.55,451.14,199.19,35.42,1.934,0
47.41,44.11,60.7,115.83,339.33,175.51,22.39,2.175,0
39.37,19.96,38.14,27.27,166.79,139.25,19.94,0.291,0
59.9,68.98,87.81,175.58,484.56,195.43,33.0,2.542,0
89.37,86.49,69.78,203.14,571.32,244.38,63.04,4.732,1
73.96,68.94,84.48,194.49,602.44,221.17,47.33,4.013,1
55.36,57.0,63.44,114.31,281.28,190.26,27.36,1.975,0
51.97,49.85,51.37,89.78,349.3,188.08,25.07,1.564,0
50.92,35.59,36.69,107.76,231.65,155.95,20.49,0.807,0
74.48,73.72,78.24,243.07,597.35,244.64,37.75,4.476,1
49.09,42.99,52.25,83.31,197.56,166.54,16.11,2.224,0
46.07,55.47,49.96,90.23,271.31,184.17,32.6,2.124,0
45.7,32.31,25.26,88.85,76.55,148.82,11.46,1.463,0
48.4,23.24,33.28,68.73,187.01,139.06,19.31,0.671,0
51.31,34.96,49.94,92.65,273.11,176.34,19.72,1.645,0
50.15,39.01,37.74,120.22,273.91,164.05,21.22,1.7,0
74.57,65.73,82.34,237.65,602.86,213.29,40.2,3.545,1
47.24,36.41,48.94,51.92,164.86,149.81,22.04,1.767,0
55.73,60.04,70.39,186.71,390.59,185.19,21.25,2.072,0
53.8,42.04,59.3,96.55,273.36,174.9,25.45,1.653,0
83.82,96.85,76.82,221.51,601.01,274.21,50.93,4.522,1
38.61,27.86,44.25,85.95,180.39,131.1,18.45,1.088,0
52.7,37.86,47.43,112.85,335.65,164.77,16.69,1.66,0
68.88,75.33,92.42,196.01,471.85,221.11,56.34,4.113,1
55.02,59.94,54.24,71.03,272.59,169.08,33.07,1.617,0
48.02,33.77,37.0,128.59,212.76,152.42,21.8,1.285,0
73.09,68.15,70.11,195.07,536.4,223.05,44.69,3.691,1
52.59,52.54,40.92,151.47,260.99,197.17,18.98,1.611,0
47.19,33.79,41.62,75.7,87.77,158.7,18.84,1.85,0
50.72,56.47,61.5,137.01,207.83,169.0,18.81,1.753,0
73.0,60.24,63.45,204.21,483.74,200.76,53.08,3.606,1
58.63,49.81,53.97,141.64,310.33,186.55,19.1,2.139,0
44.07,27.92,53.1,115.63,252.97,146.08,18.86,1.339,0
52.52,44.07,50.02,91.0,186.12,173.41,28.29,1.533,0
38.96,27.29,29.25,66.84,165.05,142.73,10.59,1.03,0
48.72,39.75,40.53,105.93,366.09,178.46,25.64,2.209,0
54.17,47.34,60.11,102.72,384.29,180.74,27.97,1.839,0
59.11,63.83,65.76,137.39,338.42,187.29,31.09,2.308,0
69.78,70.16,60.33,172.0,325.18,210.44,42.73,3.031,1
57.85,62.05,52.12,145.19,310.9,200.11,21.61,2.108,0
42.68,27.5,52.65,99.03,258.35,133.88,12.05,1.247,0
46.89,38.25,67.78,81.02,318.76,157.13,29.62,2.08,0
54.45,35.68,32.0,69.33,96.4,158.16,20.35,0.702,0
51.71,45.5,73.32,121.65,308.99,163.88,20.11,2.094,0
46.55,29.76,43.24,66.69,19.13,144.13,14.72,1.497,0
49.28,38.28,44.35,101.33,194.51,160.43,17.97,1.432,0
73.12,66.3,63.37,167.6,411.75,230.98,43.63,4.36,1
43.49,41.92,41.74,62.64,141.43,158.47,21.52,1.478,0
50.19,45.64,34.12,75.57,176.41,177.83,27.03,1.563,0
48.95,36.71,41.46,65.63,171.38,168.69,13.09,1.721,0
45.74,29.22,51.8,100.76,293.87,161.98,28.35,1.126,0
52.1,39.45,60.18,103.33,232.72,172.18,18.76,1.826,0
61.18,70.24,64.59,186.98,368.89,177.46,27.72,2.201,0
75.26,69.93,81.02,165.65,571.78,233.95,48.97,4.336,1
39.11,21.99,36.28,119.03,173.83,128.8,21.28,1.21,0
44.73,42.18,42.21,150.81,326.28,160.79,22.75,1.907,0
55.77,54.36,62.34,135.95,217.31,177.33,17.56,1.596,0
60.87,71.79,76.3,177.76,380.44,206.81,25.97,2.069,0
73.03,71.94,64.3,183.66,556.23,240.08,57.68,4.445,1
64.19,74.3,88.53,175.32,448.65,207.76,33.46,2.506,0
43.0,38.53,51.45,76.86,157.73,148.43,15.31,1.256,0
49.72,58.05,64.13,151.2,312.92,177.35,25.05,2.837,0
52.96,75.13,69.86,135.21,410.42,191.47,26.19,2.681,0
56.06,55.95,45.7,84.92,274.13,168.94,19.75,1.44,0
70.08,75.67,80.62,187.68,558.93,239.76,53.97,5.098,1
46.08,40.91,30.3,120.91,263.91,168.95,33.24,0.674,0
66.06,57.47,60.55,144.81,308.42,183.9,32.78,3.06,1
53.86,50.98,64.19,157.59,371.06,173.43,25.46,1.502,0
58.52,57.34,63.74,148.99,369.39,199.48,24.68,1.349,0
43.14,38.06,35.22,84.96,81.91,143.22,16.78,0.878,0
58.73,62.7,50.03,143.63,425.39,195.17,27.11,2.293,0
42.22,26.91,37.97,64.22,232.7,149.08,21.57,1.408,0
62.93,57.43,54.03,163.83,451.91,219.9,51.38,3.501,1
81.83,92.51,65.32,208.68,612.63,270.71,60.58,5.234,1
52.9,37.1,41.01,110.2,271.57,168.93,23.13,1.634,0
43.13,36.45,43.11,98.93,324.49,146.71,23.72,1.674,0
58.87,64.9,41.39,155.08,491.76,207.56,31.4,1.852,0
48.37,44.76,41.09,142.55,255.06,172.8,16.81,1.333,0
58.41,53.29,46.53,75.05,238.49,188.09,18.41,1.168,0
55.54,63.03,73.81,118.43,228.19,200.19,27.41,2.257,0
62.95,67.33,70.99,104.84,316.9,204.96,24.37,2.48,0
46.89,35.88,33.82,84.63,129.9,153.74,25.39,1.265,0
47.64,34.53,51.02,109.75,203.36,152.39,14.68,1.586,0
53.89,61.55,72.32,117.84,344.66,172.5,31.68,2.087,0
52.71,46.3,57.9,103.24,264.67,180.0,13.11,1.464,0
56.87,54.81,59.4,116.08,285.55,166.53,25.16,1.741,0
82.81,89.22,94.5,236.25,513.1,239.35,62.39,4.341,1
63.4,50.48,42.36,180.7,373.35,223.72,36.21,3.752,1
47.09,41.17,54.78,120.28,181.82,165.42,20.94,1.696,0
73.55,74.39,98.5,236.23,553.79,239.3,58.52,4.834,1
67.68,65.82,67.84,168.68,551.73,218.17,47.54,4.63,1
47.74,34.73,44.32,116.77,284.72,160.0,26.81,2.042,0
47.5,35.95,58.97,77.03,260.45,149.21,28.92,1.695,0
45.84,23.55,26.63,67.78,168.34,147.09,8.38,0.153,0
49.82,47.23,40.0,101.76,236.28,162.97,20.58,1.91,0
55.08,41.62,49.51,91.6,233.13,154.68,21.12,1.677,0
73.86,76.09,68.56,180.66,585.5,207.41,56.54,4.785,1
79.05,68.34,64.25,138.17,500.08,224.11,55.05,3.926,1
43.01,31.48,43.53,60.44,119.12,143.26,18.44,0.976,0
37.42,31.85,29.4,112.49,98.91,141.0,17.23,0.987,0
80.77,81.26,79.63,203.97,581.18,249.84,57.47,4.561,1
45.61,27.98,26.83,51.13,127.86,146.5,18.58,1.54,0
46.96,34.63,40.44,74.97,118.96,151.23,14.75,1.209,0
47.3,47.14,35.71,81.8,278.78,164.94,25.46,1.976,0
46.63,39.25,40.95,93.81,291.59,163.28,29.12,1.03,0
46.16,52.56,38.37,135.87,250.91,169.42,22.04,2.105,0
64.32,66.55,67.68,160.31,327.78,233.16,37.58,4.096,1
49.25,43.62,50.11,105.67,335.58,153.1,31.75,1.999,0
48.71,40.22,66.06,95.81,219.79,168.63,13.99,1.177,0
74.49,80.04,72.73,198.27,570.69,231.27,53.79,3.521,1
47.19,33.98,45.95,85.2,179.76,167.63,27.43,2.175,0
43.59,37.25,40.39,77.77,153.78,145.58,23.99,1.153,0
61.76,65.44,44.71,131.75,302.56,208.52,19.78,1.71,0
38.99,22.15,54.47,77.7,78.88,150.71,19.72,1.856,0
54.62,56.06,49.2,81.37,186.68,164.61,30.18,2.007,0
55.31,44.33,46.64,138.65,325.16,179.34,23.33,1.248,0
51.54,39.3,39.2,122.42,154.5,172.12,15.21,1.358,0
48.48,45.7,41.21,60.91,193.26,170.76,25.47,1.487,0
51.59,36.24,49.92,83.23,232.62,160.66,20.84,1.897,0
59.12,60.44,48.87,130.75,304.03,200.19,20.68,0.705,0
60.35,50.89,55.4,115.99,295.68,198.42,52.34,2.911,1
49.48,55.11,52.38,107.33,237.55,179.6,21.11,1.552,0
51.53,50.47,53.7,151.76,311.5,162.76,25.56,1.652,0
54.99,59.08,47.99,149.29,268.93,178.27,25.48,1.405,0
57.9,57.79,70.08,167.8,341.07,185.7,27.35,1.369,0
43.21,30.18,46.56,56.65,227.76,142.52,19.34,0.523,0
47.47,31.86,51.12,81.67,233.12,150.45,16.89,1.512,0
51.23,43.29,47.6,107.85,242.97,155.58,17.21,1.948,0
48.66,50.96,62.58,132.57,179.84,175.95,23.03,2.445,0
68.97,70.43,72.81,154.69,499.34,218.45,33.11,1.87,0
77.56,74.75,90.56,201.89,476.27,233.62,56.17,4.866,1
52.02,42.12,43.63,64.48,171.01,175.55,25.72,1.189,0
40.55,15.89,25.02,87.47,69.63,138.99,18.44,1.255,0
53.37,54.06,57.26,126.43,287.13,160.87,28.0,2.387,0
49.81,53.54,54.68,122.07,279.11,186.82,17.24,1.828,0
53.31,61.78,60.28,189.34,264.0,189.55,22.63,2.911,0
54.06,48.47,44.2,121.66,332.18,173.91,23.63,1.74,0
54.14,45.39,55.93,85.75,183.34,172.55,19.1,1.592,0
51.58,53.29,64.16,93.01,282.02,197.15,28.82,1.698,0
53.44,42.76,32.33,98.93,143.31,171.17,14.29,1.378,0
44.07,35.97,37.38,64.79,169.39,148.46,22.49,1.28,0
47.0,55.67,60.31,126.55,274.59,158.78,25.63,2.481,0
78.18,84.24,76.12,211.04,552.31,233.24,48.53,5.766,1
52.12,46.76,44.36,103.32,293.57,184.67,26.1,1.168,0
74.33,74.25,65.81,210.69,533.09,238.04,48.24,4.051,1
44.34,20.51,49.98,94.08,243.62,139.45,13.06,0.987,0
78.84,66.85,79.78,251.93,615.41,228.37,49.4,4.099,1
52.71,47.1,33.76,36.37,170.49,166.79,18.73,1.573,0
53.89,66.37,72.34,133.3,471.13,201.63,33.81,1.563,0
56.98,55.21,63.04,142.6,312.96,194.05,19.47,1.616,0
52.99,50.44,59.07,93.24,219.46,187.89,17.23,1.828,0
42.29,31.57,47.24,102.58,235.28,140.18,18.66,1.31,0
51.98,55.09,45.88,122.65,281.12,191.08,33.63,2.134,0
57.88,52.09,76.94,208.88,531.94,195.36,47.63,3.875,1
42.8,27.84,33.41,94.18,88.3,134.04,22.18,1.501,0
47.9,39.28,52.9,91.94,190.98,153.2,31.66,1.69,0
49.77,59.97,52.46,70.69,136.68,212.55,30.71,1.607,0
58.16,47.68,63.16,139.36,372.78,194.7,44.47,3.295,1
53.84,44.26,36.34,123.45,234.8,170.3,22.24,1.89,0
63.09,72.69,76.58,135.62,401.13,195.13,26.16,2.436,0
71.97,65.37,63.14,230.11,464.95,202.35,46.32,4.176,1
48.32,48.9,42.9,57.16,242.7,164.72,30.64,1.968,0
73.77,60.77,86.13,186.79,583.36,212.72,46.8,4.652,1
73.88,86.99,89.33,273.54,644.3,259.46,51.28,4.986,1
86.46,86.4,83.27,208.69,586.45,250.85,58.64,4.599,1
51.22,45.58,40.96,113.67,280.51,155.09,26.08,0.329,0
55.55,55.91,57.19,94.24,313.86,173.7,26.53,1.172,0
48.12,27.75,45.4,91.05,115.89,153.31,20.9,1.14,0
44.92,36.31,28.71,97.45,261.18,148.24,15.77,0.808,0
53.06,64.72,64.54,125.27,276.05,194.25,22.1,2.224,0
77.15,64.61,70.38,212.49,599.11,220.64,53.65,4.071,1
60.02,60.77,48.79,165.59,301.15,194.0,28.17,1.732,0
48.74,52.17,53.11,130.8,306.6,167.38,22.37,2.313,0
43.78,35.21,41.12,126.17,261.02,144.06,22.97,1.856,0
57.37,46.03,41.2,90.97,286.07,172.78,12.97,1.346,0
58.49,52.53,46.29,155.46,277.3,204.3,45.3,2.622,1
74.14,74.11,62.0,175.1,502.47,219.45,62.31,4.756,1
53.62,50.82,48.22,102.4,275.66,170.71,23.82,1.72,0
55.24,52.17,62.42,139.53,306.69,168.16,32.52,1.961,0
45.9,40.15,34.6,96.92,179.24,174.72,21.56,1.84,0
51.51,49.11,41.69,86.49,295.66,196.91,26.14,1.682,0
50.67,52.04,38.3,75.87,248.06,167.28,20.35,1.44,0
52.69,34.14,48.41,52.63,260.78,166.39,23.79,1.215,0
47.87,44.86,46.45,99.78,331.01,176.47,15.71,0.942,0
45.84,28.39,36.03,77.71,158.04,144.03,18.07,1.801,0
42.64,30.94,40.96,59.11,271.01,146.6,22.08,0.441,0
49.92,45.41,50.72,154.71,254.89,154.22,16.1,2.026,0
51.92,50.67,40.65,84.45,304.53,192.13,24.61,1.28,0
65.35,56.93,73.65,157.51,438.56,212.12,46.4,3.205,1
42.22,40.01,60.09,128.18,170.8,167.99,23.99,1.441,0
44.72,40.7,56.02,89.09,230.34,173.36,25.36,2.043,0
48.33,42.21,63.72,123.28,279.96,162.88,20.1,2.031,0
54.92,43.99,33.22,99.34,230.97,170.43,21.87,1.576,0
45.45,39.22,37.84,82.63,281.14,156.95,21.33,1.667,0
54.08,53.42,55.23,115.83,308.24,174.71,18.26,1.409,0
53.88,66.48,58.59,147.38,327.04,199.35,26.24,2.449,0
49.9,44.12,58.69,101.82,309.59,170.23,25.32,1.812,0
51.67,52.96,62.49,90.39,237.65,198.57,24.1,1.783,0
83.01,88.79,85.93,188.13,566.02,256.72,53.52,4.607,1
47.57,38.07,58.63,114.58,231.34,165.5,16.88,1.476,0
44.57,22.66,37.99,68.33,175.94,153.03,17.51,1.874,0
45.16,41.59,47.78,92.49,281.68,152.22,15.08,1.223,0
41.97,47.8,52.78,87.65,215.62,156.77,16.56,1.878,0
48.74,40.12,40.57,51.4,124.0,165.33,23.95,0.904,0
59.63,55.49,57.62,135.61,366.6,190.11,36.41,1.913,0
76.85,80.59,74.84,228.58,585.31,245.32,49.59,4.38,1
67.05,58.53,83.96,184.09,594.25,200.46,49.69,3.275,1
56.21,56.08,47.38,108.56,309.14,171.98,19.89,1.945,0
53.59,49.1,55.16,126.56,265.29,183.8,27.11,1.369,0
53.8,60.79,59.97,141.6,369.78,193.42,26.57,2.315,0
81.28,83.35,81.06,220.64,566.88,262.92,55.25,3.936,1
66.11,63.81,78.18,187.78,467.61,212.21,58.05,4.146,1
92.51,87.43,73.16,209.8,642.14,244.82,48.35,3.855,1
44.07,28.51,37.96,102.04,196.26,148.63,15.2,1.91,0
46.61,37.4,23.92,90.16,182.16,174.61,20.56,1.64,0
